"ID_edificio";"Descrizione_edificio";"ID_sensore";"Tipo_misura";"Nome_sito";"Data_rilevazione";"Valore_misura";"Unita_misurazione"
"2016-22-007488-A/1940";"L1-007-082 ITIS PORRO di Pinerolo Ossasco";"2016-22-007488-A/7969";"Sensor1";"PREVER SUCC (Osasco)";"11/11/2021 00:00";"17,08";"°C"
"2016-22-007488-A/2542";"L1-007-999 Istituto G Natta";"2016-22-007488-A/10763";"Sensor1";"";"11/11/2021 02:00";"20,92";"°C"
"2016-22-007488-A/1329";"L1-007-022 ITAS DALMASSO Az Agr";"2016-22-007488-A/5325";"Sensor1";"DALMASSO";"10/11/2021 11:00";"20,49";"°C"
"2016-22-007488-A/1903";"L1-007-113 ITCG FERMI_LS GALILEI Palestra";"2016-22-007488-A/7797";"Sensor1";"FERMI-GALILEI";"10/11/2021 12:00";"19,73";"°C"
"2016-22-007488-A/1916";"L1-007-108 Palestra Newton";"2016-22-007488-A/10581";"Sensor1";"";"10/11/2021 01:00";"19,27";"°C"
"2016-22-007488-A/1916";"L1-007-108 Palestra Newton";"2016-22-007488-A/10581";"Sensor1";"";"10/11/2021 12:00";"21,35";"°C"
"2016-22-007488-A/1085";"L1-007-049 IPIA Plana";"2016-22-007488-A/4103";"Sensor1";"PLANA SUCC Chiomonte";"10/11/2021 15:00";"18,60";"°C"
"2016-22-007488-A/1065";"L1-007-163 IPIA Galilei";"2016-22-007488-A/4033";"Sensor1";"GALILEI-FERRARI Lavagna";"10/11/2021 12:00";"20,67";"°C"
"2016-22-007488-A/955";"L1-007-075 Liceo Cavour Succursale";"2016-22-007488-A/3592";"Sensor1";"CAVOUR SUCC Tripoli";"10/11/2021 20:00";"19,19";"°C"
"2016-22-007488-A/1167";"L1-007-060 L.C. D_Azeglio";"2016-22-007488-A/4522";"Sensor1";"D'AZEGLIO";"10/11/2021 07:00";"18,99";"°C"
"2016-22-007488-A/1240";"L1-007-047 IPC Boselli_ITC Sella";"2016-22-007488-A/4823";"Sensor1";"PLESSO SELLA-BOSELLI";"16/11/2021 02:00";"20,03";"°C"
"2016-22-007488-A/1547";"L1-007-029 ITCG BUNIVA Prefabbricato Succ";"2016-22-007488-A/6145";"Sensor1";"BUNIVA SEDE";"16/11/2021 14:00";"22,90";"°C"
"2016-22-007488-A/1572";"L1-007-118 LS Gramsci";"2016-22-007488-A/6385";"Sensor1";"GRAMSCI";"16/11/2021 20:00";"18,52";"°C"
"2016-22-007488-A/1592";"L1-007-100 IA FACCIO Succ";"2016-22-007488-A/6524";"Sensor1";"25 APRILE-FACCIO SUCC Trabucco";"16/11/2021 08:00";"20,20";"°C"
"2016-22-007488-A/1883";"L1-007-059 LC Cavour";"2016-22-007488-A/7750";"Sensor1";"CAVOUR Tassoni";"16/11/2021 09:00";"19,81";"°C"
"2016-22-007488-A/1011";"L1-007-170 LS COPERNICO I.T.C. LUXEMBURG";"2016-22-007488-A/3823";"Sensor1";"I.T Rosa LUXEMBURG";"16/11/2021 03:00";"15,83";"°C"
"2016-22-007488-A/1011";"L1-007-170 LS COPERNICO I.T.C. LUXEMBURG";"2016-22-007488-A/3823";"Sensor1";"I.T Rosa LUXEMBURG";"16/11/2021 18:00";"17,45";"°C"
"2016-22-007488-A/1087";"L1-007-203 Provveditorato agli studi";"2016-22-007488-A/4111";"Sensor1";"Uffici Prov.Scol. - Via Coazze";"16/11/2021 07:00";"19,27";"°C"
"2016-22-007488-A/1283";"L1-007-130 ITIS PININFARINA";"2016-22-007488-A/5033";"Sensor1";"PININFARINA";"16/11/2021 23:00";"18,93";"°C"
"2016-22-007488-A/1485";"L1-007-164 IPIA GALILEI Succ";"2016-22-007488-A/5913";"Sensor1";"REGINA MARGHERITA SUCC Caduti";"16/11/2021 00:00";"17,65";"°C"
"2016-22-007488-A/923";"L1-007-221 LS Majorana";"2016-22-007488-A/3547";"Sensor1";"MAJORANA Frattini";"16/11/2021 18:00";"17,98";"°C"
"2016-22-007488-A/1004";"L1-007-009 I.P. Agrario Ubertini Sede Coordinata";"2016-22-007488-A/3797";"Sensor1";"BALDESSANO-ROCCATI 2 Sales";"01/11/2021 23:00";"15,84";"°C"
"2016-22-007488-A/1004";"L1-007-009 I.P. Agrario Ubertini Sede Coordinata";"2016-22-007488-A/3797";"Sensor1";"BALDESSANO-ROCCATI 2 Sales";"06/11/2021 14:00";"17,77";"°C"
"2016-22-007488-A/1011";"L1-007-170 LS COPERNICO I.T.C. LUXEMBURG";"2016-22-007488-A/3823";"Sensor1";"I.T Rosa LUXEMBURG";"06/11/2021 14:00";"17,46";"°C"
"2016-22-007488-A/1262";"L1-007-101 ITC VITTONE_LS Linguistico MONTI";"2016-22-007488-A/4938";"Sensor1";"PLESSO MONTI-VITTONE";"05/11/2021 07:00";"19,29";"°C"
"2016-22-007488-A/1287";"L1-007-142-143 IP Altre Spec_STEINER + Custode";"2016-22-007488-A/5056";"Sensor1";"STEINER Agrigento";"31/10/2021 14:00";"17,46";"°C"
"2016-22-007488-A/1398";"L1-007-038 ITIS FERRARI";"2016-22-007488-A/5863";"Sensor1";"";"29/10/2021 02:00";"19,73";"°C"
"2016-22-007488-A/1447";"L1-007-140 IPSIC GIOLITTI";"2016-22-007488-A/5730";"Sensor1";"PLESSO 8 MARZO-FERRARIS";"04/11/2021 05:00";"18,32";"°C"
"2016-22-007488-A/1458";"L1-007-141 Succursale Ferraris  CTP";"2016-22-007488-A/5755";"Sensor1";"PLESSO 8 MARZO-FERRARIS";"29/10/2021 03:00";"19,06";"°C"
"2016-22-007488-A/1485";"L1-007-164 IPIA GALILEI Succ";"2016-22-007488-A/5913";"Sensor1";"REGINA MARGHERITA SUCC Caduti";"27/10/2021 19:00";"19,65";"°C"
"2016-22-007488-A/1499";"L1-007-086 ITIS Porro";"2016-22-007488-A/5979";"Sensor1";"ALBERTI-PORRO";"07/11/2021 21:00";"15,07";"°C"
"2016-22-007488-A/1500";"L1-007-031 ITIS PORRO Offcine";"2016-22-007488-A/5982";"Sensor1";"ALBERTI-PORRO";"26/10/2021 16:00";"19,58";"°C"
"2016-22-007488-A/1500";"L1-007-031 ITIS PORRO Offcine";"2016-22-007488-A/5982";"Sensor1";"ALBERTI-PORRO";"30/10/2021 15:00";"17,76";"°C"
"2016-22-007488-A/1564";"L1-007-998 Circondario di Lanzo";"2016-22-007488-A/6261";"Sensor1";"Circondario - Lanzo Torinese";"06/11/2021 16:00";"1,68";"°C"
"2016-22-007488-A/1568";"L1-007-111 IPC D ORIA Succursale";"2016-22-007488-A/6329";"Sensor1";"D'ORIA SUCC Battitore";"08/11/2021 21:00";"18,28";"°C"
"2016-22-007488-A/1592";"L1-007-100 IA FACCIO Succ";"2016-22-007488-A/6524";"Sensor1";"25 APRILE-FACCIO SUCC Trabucco";"26/10/2021 17:00";"19,89";"°C"
"2016-22-007488-A/1592";"L1-007-100 IA FACCIO Succ";"2016-22-007488-A/6524";"Sensor1";"25 APRILE-FACCIO SUCC Trabucco";"03/11/2021 07:00";"19,44";"°C"
"2016-22-007488-A/1883";"L1-007-059 LC Cavour";"2016-22-007488-A/7750";"Sensor1";"CAVOUR Tassoni";"02/11/2021 06:00";"18,50";"°C"
"2016-22-007488-A/1903";"L1-007-113 ITCG FERMI_LS GALILEI Palestra";"2016-22-007488-A/7797";"Sensor1";"FERMI-GALILEI";"26/10/2021 00:00";"17,96";"°C"
"2016-22-007488-A/1903";"L1-007-113 ITCG FERMI_LS GALILEI Palestra";"2016-22-007488-A/7797";"Sensor1";"FERMI-GALILEI";"27/10/2021 06:00";"17,59";"°C"
"2016-22-007488-A/1914";"L1-007-219 Nuova Sede Succ LS Marie Curie";"2016-22-007488-A/7850";"Sensor1";"CURIE-LEVI Villa 6 (Collegno)";"26/10/2021 03:00";"18,75";"°C"
"2016-22-007488-A/1915";"L1-007-218 Succ LS Marie Curie";"2016-22-007488-A/7853";"Sensor1";"_CURIE-LEVI Villa 4 (Collegno)";"06/11/2021 17:00";"17,45";"°C"
"2016-22-007488-A/2543";"L1-007-053 I.T.C. LEVI";"2016-22-007488-A/10771";"Sensor1";"";"01/11/2021 16:00";"18,21";"°C"
"2016-22-007488-A/918";"L1-007-070-071 ITC Majorana";"2016-22-007488-A/3460";"Sensor1";"MAJORANA SUCC Tazzoli";"28/10/2021 06:00";"19,15";"°C"
"2016-22-007488-A/918";"L1-007-070-071 ITC Majorana";"2016-22-007488-A/3460";"Sensor1";"MAJORANA SUCC Tazzoli";"28/10/2021 09:00";"19,62";"°C"
"2016-22-007488-A/960";"L1-007-068 IP Alberg Colombatto_Sede staccata";"2016-22-007488-A/3620";"Sensor1";"COLOMBATTO SUCC Negri";"02/11/2021 01:00";"16,39";"°C"
"2016-22-007488-A/1065";"L1-007-163 IPIA Galilei";"2016-22-007488-A/4033";"Sensor1";"GALILEI-FERRARI Lavagna";"30/10/2021 23:00";"19,77";"°C"
"2016-22-007488-A/1104";"L1-007-154 ITIS Grassi";"2016-22-007488-A/4182";"Sensor1";"GRASSI";"30/10/2021 15:00";"19,42";"°C"
"2016-22-007488-A/1104";"L1-007-154 ITIS Grassi";"2016-22-007488-A/4182";"Sensor1";"GRASSI";"05/11/2021 17:00";"20,20";"°C"
"2016-22-007488-A/1133";"L1-007-189 IPSIA Zerboni Succursale";"2016-22-007488-A/4356";"Sensor1";"ZERBONI";"26/10/2021 00:00";"20,93";"°C"
"2016-22-007488-A/1133";"L1-007-189 IPSIA Zerboni Succursale";"2016-22-007488-A/4356";"Sensor1";"ZERBONI";"31/10/2021 05:00";"19,47";"°C"
"2016-22-007488-A/1133";"L1-007-189 IPSIA Zerboni Succursale";"2016-22-007488-A/4356";"Sensor1";"ZERBONI";"31/10/2021 10:00";"19,35";"°C"
"2016-22-007488-A/1133";"L1-007-189 IPSIA Zerboni Succursale";"2016-22-007488-A/4356";"Sensor1";"ZERBONI";"02/11/2021 07:00";"19,91";"°C"
"2016-22-007488-A/1011";"L1-007-170 LS COPERNICO I.T.C. LUXEMBURG";"2016-22-007488-A/3823";"Sensor1";"I.T Rosa LUXEMBURG";"26/10/2021 04:00";"17,58";"°C"
"2016-22-007488-A/1018";"L1-007-010 ITC_ IPC ROCCATI";"2016-22-007488-A/3852";"Sensor1";"BALDESSANO-ROCCATI Garibaldi";"03/11/2021 13:00";"21,03";"°C"
"2016-22-007488-A/1187";"L1-007-064 L.S. Gobetti";"2016-22-007488-A/4607";"Sensor1";"GOBETTI";"03/11/2021 06:00";"10,05";"°C"
"2016-22-007488-A/1223";"L1-007-156 LA PRIMO";"2016-22-007488-A/4762";"Sensor1";"1° LICEO ARTISTICO";"26/10/2021 14:00";"17,77";"°C"
"2016-22-007488-A/1396";"L1-007-040 LC ROSA";"2016-22-007488-A/5563";"Sensor1";"ROSA Savoia (Susa)";"28/10/2021 20:00";"18,67";"°C"
"2016-22-007488-A/1547";"L1-007-029 ITCG BUNIVA Prefabbricato Succ";"2016-22-007488-A/6145";"Sensor1";"BUNIVA SEDE";"03/11/2021 17:00";"20,53";"°C"
"2016-22-007488-A/1547";"L1-007-029 ITCG BUNIVA Prefabbricato Succ";"2016-22-007488-A/6145";"Sensor1";"BUNIVA SEDE";"05/11/2021 10:00";"21,92";"°C"
"2016-22-007488-A/1065";"L1-007-163 IPIA Galilei";"2016-22-007488-A/4033";"Sensor1";"GALILEI-FERRARI Lavagna";"27/10/2021 07:00";"20,47";"°C"
"2016-22-007488-A/1916";"L1-007-108 Palestra Newton";"2016-22-007488-A/10581";"Sensor1";"";"28/10/2021 22:00";"17,89";"°C"
"2016-22-007488-A/1011";"L1-007-170 LS COPERNICO I.T.C. LUXEMBURG";"2016-22-007488-A/3823";"Sensor1";"I.T Rosa LUXEMBURG";"31/10/2021 11:00";"16,65";"°C"
"2016-22-007488-A/1087";"L1-007-203 Provveditorato agli studi";"2016-22-007488-A/4111";"Sensor1";"Uffici Prov.Scol. - Via Coazze";"27/10/2021 06:00";"18,53";"°C"
"2016-22-007488-A/1087";"L1-007-203 Provveditorato agli studi";"2016-22-007488-A/4111";"Sensor1";"Uffici Prov.Scol. - Via Coazze";"28/10/2021 19:00";"19,81";"°C"
"2016-22-007488-A/1087";"L1-007-203 Provveditorato agli studi";"2016-22-007488-A/4111";"Sensor1";"Uffici Prov.Scol. - Via Coazze";"05/11/2021 16:00";"19,38";"°C"
"2016-22-007488-A/1094";"L1-007-169 L.S. SEGRE";"2016-22-007488-A/4146";"Sensor1";"GOBETTI SUCC Picco";"02/11/2021 05:00";"18,95";"°C"
"2016-22-007488-A/1133";"L1-007-189 IPSIA Zerboni Succursale";"2016-22-007488-A/4356";"Sensor1";"ZERBONI";"05/11/2021 21:00";"20,34";"°C"
"2016-22-007488-A/1223";"L1-007-156 LA PRIMO";"2016-22-007488-A/4762";"Sensor1";"1° LICEO ARTISTICO";"09/11/2021 20:00";"17,13";"°C"
"2016-22-007488-A/1224";"L1-007-144 IP Arte Bianca BECCARI Ex GUARELLA";"2016-22-007488-A/4765";"Sensor1";"BECCARI Paganini";"26/10/2021 10:00";"20,14";"°C"
"2016-22-007488-A/1224";"L1-007-144 IP Arte Bianca BECCARI Ex GUARELLA";"2016-22-007488-A/4765";"Sensor1";"BECCARI Paganini";"28/10/2021 01:00";"20,10";"°C"
"2016-22-007488-A/1159";"L1-007-044 I. d_arte Passoni";"2016-22-007488-A/4492";"Sensor1";"PASSONI Della Rocca";"29/10/2021 03:00";"17,67";"°C"
"2016-22-007488-A/1224";"L1-007-144 IP Arte Bianca BECCARI Ex GUARELLA";"2016-22-007488-A/4765";"Sensor1";"BECCARI Paganini";"03/11/2021 16:00";"19,39";"°C"
"2016-22-007488-A/1159";"L1-007-044 I. d_arte Passoni";"2016-22-007488-A/4492";"Sensor1";"PASSONI Della Rocca";"01/11/2021 06:00";"16,81";"°C"
"2016-22-007488-A/1159";"L1-007-044 I. d_arte Passoni";"2016-22-007488-A/4492";"Sensor1";"PASSONI Della Rocca";"03/11/2021 23:00";"17,65";"°C"
"2016-22-007488-A/1167";"L1-007-060 L.C. D_Azeglio";"2016-22-007488-A/4522";"Sensor1";"D'AZEGLIO";"27/10/2021 09:00";"20,47";"°C"
"2016-22-007488-A/1167";"L1-007-060 L.C. D_Azeglio";"2016-22-007488-A/4522";"Sensor1";"D'AZEGLIO";"03/11/2021 17:00";"18,55";"°C"
"2016-22-007488-A/1167";"L1-007-060 L.C. D_Azeglio";"2016-22-007488-A/4522";"Sensor1";"D'AZEGLIO";"04/11/2021 19:00";"18,53";"°C"
"2016-22-007488-A/1241";"L1-007-134  ITIS _LS MAXWELL";"2016-22-007488-A/5075";"Sensor1";"";"31/10/2021 10:00";"15,54";"°C"
"2016-22-007488-A/1262";"L1-007-101 ITC VITTONE_LS Linguistico MONTI";"2016-22-007488-A/4938";"Sensor1";"PLESSO MONTI-VITTONE";"02/11/2021 11:00";"19,77";"°C"
"2016-22-007488-A/1274";"L1-007-155 ITIS PEANO IPIA ZERBONI";"2016-22-007488-A/5015";"Sensor1";"PEANO";"28/10/2021 17:00";"23,22";"°C"
"2016-22-007488-A/1274";"L1-007-155 ITIS PEANO IPIA ZERBONI";"2016-22-007488-A/5015";"Sensor1";"PEANO";"05/11/2021 03:00";"22,46";"°C"
"2016-22-007488-A/1274";"L1-007-155 ITIS PEANO IPIA ZERBONI";"2016-22-007488-A/5015";"Sensor1";"PEANO";"05/11/2021 23:00";"23,68";"°C"
"2016-22-007488-A/1198";"L1-007-061 L.C. Gioberti";"2016-22-007488-A/4652";"Sensor1";"GIOBERTI";"29/10/2021 20:00";"19,37";"°C"
"2016-22-007488-A/1275";"L1-007-045 I Arte PASSONI Succursale";"2016-22-007488-A/5018";"Sensor1";"PASSONI SUCC Cittadella";"04/11/2021 18:00";"16,33";"°C"
"2016-22-007488-A/1240";"L1-007-047 IPC Boselli_ITC Sella";"2016-22-007488-A/4823";"Sensor1";"PLESSO SELLA-BOSELLI";"28/10/2021 09:00";"21,46";"°C"
"2016-22-007488-A/1240";"L1-007-047 IPC Boselli_ITC Sella";"2016-22-007488-A/4823";"Sensor1";"PLESSO SELLA-BOSELLI";"28/10/2021 13:00";"20,72";"°C"
"2016-22-007488-A/1240";"L1-007-047 IPC Boselli_ITC Sella";"2016-22-007488-A/4823";"Sensor1";"PLESSO SELLA-BOSELLI";"31/10/2021 15:00";"18,60";"°C"
"2016-22-007488-A/1248";"L1-007-001 ITCG GALILEI Sede";"2016-22-007488-A/4873";"Sensor1";"GALILEI Nicol";"28/10/2021 15:00";"16,79";"°C"
"2016-22-007488-A/1248";"L1-007-001 ITCG GALILEI Sede";"2016-22-007488-A/4873";"Sensor1";"GALILEI Nicol";"08/11/2021 17:00";"11,38";"°C"
"2016-22-007488-A/1282";"L1-007-051 ITC AALTO_Ex_EINAUDI";"2016-22-007488-A/5027";"Sensor1";"SELLA AALTO LAGRANGE Braccini";"06/11/2021 07:00";"16,20";"°C"
"2016-22-007488-A/1293";"L1-007-146 IPC BOSELLI";"2016-22-007488-A/5331";"Sensor1";"BOSELLI SUCC Altessano";"31/10/2021 09:00";"20,56";"°C"
"2016-22-007488-A/1293";"L1-007-146 IPC BOSELLI";"2016-22-007488-A/5331";"Sensor1";"BOSELLI SUCC Altessano";"01/11/2021 12:00";"21,05";"°C"
"2016-22-007488-A/1293";"L1-007-146 IPC BOSELLI";"2016-22-007488-A/5331";"Sensor1";"BOSELLI SUCC Altessano";"05/11/2021 14:00";"22,04";"°C"
"2016-22-007488-A/1294";"L1-007-046 IP Altre Spec STAINER Succ";"2016-22-007488-A/5092";"Sensor1";"STEINER SUCC Monginevro";"04/11/2021 04:00";"14,55";"°C"
"2016-22-007488-A/1311";"L1-007-063 LS CATTANEO Succursale";"2016-22-007488-A/5151";"Sensor1";"CATTANEO SUCC Postumia";"28/10/2021 15:00";"20,18";"°C"
"2016-22-007488-A/1290";"L1-007-160 LS EINSTEIN EX GRAMSCI_Succ";"2016-22-007488-A/5071";"Sensor1";"EINSTEIN SUCC1 Bologna";"04/11/2021 17:00";"18,34";"°C"
"2016-22-007488-A/1331";"L1-007-069 IPC GIULIO Succ REGINA MARGHERITA";"2016-22-007488-A/5252";"Sensor1";"GIULIO SUCC Belfiore";"01/11/2021 20:00";"15,27";"°C"
"2016-22-007488-A/1341";"L1-007-165-166 IPIA GOBETTI_L Europeo_ITC ARD";"2016-22-007488-A/5301";"Sensor1";"PLESSO FIGLIE DEI MILITARI";"29/10/2021 16:00";"17,53";"°C"
"2016-22-007488-A/1329";"L1-007-022 ITAS DALMASSO Az Agr";"2016-22-007488-A/5246";"Sensor1";"DALMASSO";"26/10/2021 04:00";"20,93";"°C"
"2016-22-007488-A/1355";"L1-007-191 GIOBERTI Succ";"2016-22-007488-A/5377";"Sensor1";"PLESSO GIOBERTI-GOBETTI SUCC";"03/11/2021 00:00";"16,45";"°C"
"2016-22-007488-A/1355";"L1-007-191 GIOBERTI Succ";"2016-22-007488-A/5377";"Sensor1";"PLESSO GIOBERTI-GOBETTI SUCC";"05/11/2021 10:00";"16,82";"°C"
"2016-22-007488-A/1329";"L1-007-022 ITAS DALMASSO Az Agr";"2016-22-007488-A/5246";"Sensor1";"DALMASSO";"29/10/2021 15:00";"20,89";"°C"
"2016-22-007488-A/1329";"L1-007-022 ITAS DALMASSO Az Agr";"2016-22-007488-A/5246";"Sensor1";"DALMASSO";"01/11/2021 14:00";"18,92";"°C"
"2016-22-007488-A/1329";"L1-007-022 ITAS DALMASSO Az Agr";"2016-22-007488-A/5246";"Sensor1";"DALMASSO";"09/11/2021 04:00";"23,28";"°C"
"2016-22-007488-A/1331";"L1-007-069 IPC GIULIO Succ REGINA MARGHERITA";"2016-22-007488-A/5252";"Sensor1";"GIULIO SUCC Belfiore";"09/11/2021 21:00";"16,61";"°C"
"2016-22-007488-A/1341";"L1-007-165-166 IPIA GOBETTI_L Europeo_ITC ARD";"2016-22-007488-A/5301";"Sensor1";"PLESSO FIGLIE DEI MILITARI";"08/11/2021 22:00";"19,74";"°C"
"2016-22-007488-A/1375";"L1-007-190 ITCG RUSSEL_MORO Succursal";"2016-22-007488-A/5472";"Sensor1";"PLESSO RUSSELL MORO EINSTEIN";"27/10/2021 16:00";"17,70";"°C"
"2016-22-007488-A/1377";"L1-007-195 Abbazia Novalesa";"2016-22-007488-A/5530";"Sensor1";"Abbazia della Novalesa";"05/11/2021 21:00";"16,60";"°C"
"2016-22-007488-A/1375";"L1-007-190 ITCG RUSSEL_MORO Succursal";"2016-22-007488-A/5472";"Sensor1";"PLESSO RUSSELL MORO EINSTEIN";"04/11/2021 22:00";"17,05";"°C"
"2016-22-007488-A/1375";"L1-007-190 ITCG RUSSEL_MORO Succursal";"2016-22-007488-A/5472";"Sensor1";"PLESSO RUSSELL MORO EINSTEIN";"07/11/2021 20:00";"12,70";"°C"
"2016-22-007488-A/1504";"L1-007-024 IPSA PREVERT Scuola";"2016-22-007488-A/5991";"Sensor1";"PREVER (Pinerolo)";"30/10/2021 14:00";"20,24";"°C"
"2016-22-007488-A/1504";"L1-007-024 IPSA PREVERT Scuola";"2016-22-007488-A/5991";"Sensor1";"PREVER (Pinerolo)";"01/11/2021 21:00";"18,73";"°C"
"2016-22-007488-A/1535";"L1-007-167 ITIS LEVI";"2016-22-007488-A/6087";"Sensor1";"PRIMO LEVI";"28/10/2021 17:00";"19,35";"°C"
"2016-22-007488-A/1535";"L1-007-167 ITIS LEVI";"2016-22-007488-A/6087";"Sensor1";"PRIMO LEVI";"03/11/2021 16:00";"18,43";"°C"
"2016-22-007488-A/1550";"L1-007-125 IM ALBERT";"2016-22-007488-A/6165";"Sensor1";"ALBERT";"30/10/2021 01:00";"17,42";"°C"
"2016-22-007488-A/1550";"L1-007-125 IM ALBERT";"2016-22-007488-A/6165";"Sensor1";"ALBERT";"31/10/2021 18:00";"16,18";"°C"
"2016-22-007488-A/1550";"L1-007-125 IM ALBERT";"2016-22-007488-A/6165";"Sensor1";"ALBERT";"03/11/2021 14:00";"18,18";"°C"
"2016-22-007488-A/1550";"L1-007-125 IM ALBERT";"2016-22-007488-A/6165";"Sensor1";"ALBERT";"05/11/2021 00:00";"18,22";"°C"
"2016-22-007488-A/1467";"L1-007-138 IPSIA GALILEO FERRARIS";"2016-22-007488-A/5817";"Sensor1";"FERRARIS";"01/11/2021 12:00";"23,34";"°C"
"2016-22-007488-A/1564";"L1-007-998 Circondario di Lanzo";"2016-22-007488-A/6262";"Sensor1";"Circondario - Lanzo Torinese";"31/10/2021 06:00";"21,09";"°C"
"2016-22-007488-A/1564";"L1-007-998 Circondario di Lanzo";"2016-22-007488-A/6262";"Sensor1";"Circondario - Lanzo Torinese";"02/11/2021 17:00";"22,83";"°C"
"2016-22-007488-A/1471";"L1-007-003 ITCG GALILEI Succ I prefabbricato";"2016-22-007488-A/5841";"Sensor1";"GALILEI SUCC Brut";"26/10/2021 04:00";"17,55";"°C"
"2016-22-007488-A/1566";"L1-007-110 IPC D ORIA";"2016-22-007488-A/6326";"Sensor1";"D'ORIA Prever";"01/11/2021 02:00";"15,84";"°C"
"2016-22-007488-A/1471";"L1-007-003 ITCG GALILEI Succ I prefabbricato";"2016-22-007488-A/5841";"Sensor1";"GALILEI SUCC Brut";"30/10/2021 07:00";"17,52";"°C"
"2016-22-007488-A/1605";"L1-007-105 ITIS CASALE Ex DA VINCI";"2016-22-007488-A/6578";"Sensor1";"EUROPA UNITA";"02/11/2021 08:00";"15,30";"°C"
"2016-22-007488-A/1605";"L1-007-105 ITIS CASALE Ex DA VINCI";"2016-22-007488-A/6578";"Sensor1";"EUROPA UNITA";"04/11/2021 07:00";"16,26";"°C"
"2016-22-007488-A/1605";"L1-007-105 ITIS CASALE Ex DA VINCI";"2016-22-007488-A/6578";"Sensor1";"EUROPA UNITA";"09/11/2021 06:00";"17,13";"°C"
"2016-22-007488-A/1500";"L1-007-031 ITIS PORRO Offcine";"2016-22-007488-A/5982";"Sensor1";"ALBERTI-PORRO";"04/11/2021 04:00";"20,33";"°C"
"2016-22-007488-A/2542";"L1-007-999 Istituto G Natta";"2016-22-007488-A/10763";"Sensor1";"";"26/10/2021 05:00";"20,17";"°C"
"2016-22-007488-A/2542";"L1-007-999 Istituto G Natta";"2016-22-007488-A/10763";"Sensor1";"";"31/10/2021 22:00";"19,53";"°C"
"2016-22-007488-A/1566";"L1-007-110 IPC D ORIA";"2016-22-007488-A/6326";"Sensor1";"D'ORIA Prever";"09/11/2021 02:00";"15,49";"°C"
"2016-22-007488-A/1568";"L1-007-111 IPC D ORIA Succursale";"2016-22-007488-A/6329";"Sensor1";"D'ORIA SUCC Battitore";"02/11/2021 00:00";"16,22";"°C"
"2016-22-007488-A/923";"L1-007-221 LS Majorana";"2016-22-007488-A/3547";"Sensor1";"MAJORANA Frattini";"03/11/2021 12:00";"16,77";"°C"
"2016-22-007488-A/1575";"L1-007-173 IA Faccio";"2016-22-007488-A/6420";"Sensor1";"25 APRILE-FACCIO SUCC Pullino";"01/11/2021 05:00";"18,01";"°C"
"2016-22-007488-A/1576";"L1-007-120-122-123 ITIS OLIVETTI_OFFICINA_PALESTRA";"2016-22-007488-A/6423";"Sensor1";"OLIVETTI";"09/11/2021 15:00";"18,98";"°C"
"2016-22-007488-A/1579";"L1-007-119 ITC CENA";"2016-22-007488-A/6429";"Sensor1";"CENA";"09/11/2021 12:00";"18,42";"°C"
"2016-22-007488-A/1604";"L1-007-109 Succ UBERTINI di Caluso";"2016-22-007488-A/6575";"Sensor1";"UBERTINI SUCC2 (Chivasso)";"01/11/2021 23:00";"16,61";"°C"
"2016-22-007488-A/1605";"L1-007-105 ITIS CASALE Ex DA VINCI";"2016-22-007488-A/6578";"Sensor1";"EUROPA UNITA";"28/10/2021 03:00";"17,80";"°C"
"2016-22-007488-A/1915";"L1-007-218 Succ LS Marie Curie";"2016-22-007488-A/7853";"Sensor1";"_CURIE-LEVI Villa 4 (Collegno)";"27/10/2021 03:00";"18,57";"°C"
"2016-22-007488-A/1940";"L1-007-082 ITIS PORRO di Pinerolo Ossasco";"2016-22-007488-A/7969";"Sensor1";"PREVER SUCC (Osasco)";"29/10/2021 19:00";"20,45";"°C"
"2016-22-007488-A/2214";"L1-007-978 Nuovo Auditorium Majorana";"2016-22-007488-A/8957";"Sensor1";"MAJORANA (Grugliasco)";"03/11/2021 03:00";"16,19";"°C"
"2016-22-007488-A/2214";"L1-007-978 Nuovo Auditorium Majorana";"2016-22-007488-A/8957";"Sensor1";"MAJORANA (Grugliasco)";"03/11/2021 16:00";"16,66";"°C"
"2016-22-007488-A/2498";"L1-007-159 LS EINSTEIN";"2016-22-007488-A/10523";"Sensor1";"";"30/10/2021 14:00";"17,36";"°C"
"2016-22-007488-A/2542";"L1-007-999 Istituto G Natta";"2016-22-007488-A/10763";"Sensor1";"";"03/11/2021 00:00";"20,19";"°C"
"2016-22-007488-A/923";"L1-007-221 LS Majorana";"2016-22-007488-A/3547";"Sensor1";"MAJORANA Frattini";"07/11/2021 07:00";"14,67";"°C"
"2016-22-007488-A/923";"L1-007-221 LS Majorana";"2016-22-007488-A/3547";"Sensor1";"MAJORANA Frattini";"07/11/2021 16:00";"15,80";"°C"
"2016-22-007488-A/1156";"L1-007-150 I.T.I.S. Bodoni";"2016-22-007488-A/4472";"Sensor1";"BODONI-PARAVIA";"20/11/2021 20:00";"18,64";"°C"
"2016-22-007488-A/1547";"L1-007-029 ITCG BUNIVA Prefabbricato Succ";"2016-22-007488-A/6145";"Sensor1";"BUNIVA SEDE";"20/11/2021 16:00";"23,18";"°C"
"2016-22-007488-A/1605";"L1-007-105 ITIS CASALE Ex DA VINCI";"2016-22-007488-A/6578";"Sensor1";"EUROPA UNITA";"20/11/2021 02:00";"18,30";"°C"
